Codigo_ID,Categoria,Tipo_Pieza,Material,Diametro_mm,Diametro_pulg,Resistencia,Union,Peso_valor,Peso_unidad,Precio_sin_IVA_CLP,Origen_precio,Descripcion
01-03-001-011-125,Tuberias,Tuberia,HDPE,125,5,PN16,TF,4.1,kg/m,99096.0,Impofusion,"TUBERIA HDPE TF DE/DN 125 mm (5"") PN16 L = 12 m"
01-03-001-011-140,Tuberias,Tuberia,HDPE,140,5 1/2,PN16,TF,5.12,kg/m,123396.0,Impofusion,"TUBERIA HDPE TF DE/DN 140 mm (5 1/2"") PN16 L = 12 m"
01-03-001-011-160,Tuberias,Tuberia,HDPE,160,6,PN16,TF,6.72,kg/m,161880.0,Impofusion,"TUBERIA HDPE TF DE/DN 160 mm (6"") PN16 L = 12 m"
01-03-001-011-180,Tuberias,Tuberia,HDPE,180,7,PN16,TF,8.49,kg/m,969000.0,Megacenter,"TUBERIA HDPE TF DE/DN 180 mm (7"") PN16 L = 12 m"
01-03-001-011-200,Tuberias,Tuberia,HDPE,200,8,PN16,TF,10.47,kg/m,281100.0,Iminning,"TUBERIA HDPE TF DE/DN 200 mm (8"") PN16 L = 12 m"
01-03-001-011-225,Tuberias,Tuberia,HDPE,225,9,PN16,TF,13.25,kg/m,356064.0,Iminning,"TUBERIA HDPE TF DE/DN 225 mm (9"") PN16 L = 12 m"
01-03-001-011-250,Tuberias,Tuberia,HDPE,250,10,PN16,TF,16.3,kg/m,437712.0,Iminning,"TUBERIA HDPE TF DE/DN 250 mm (10"") PN16 L = 12 m"
01-03-001-011-280,Tuberias,Tuberia,HDPE,280,11,PN16,TF,20.43,kg/m,548820.0,Iminning,"TUBERIA HDPE TF DE/DN 280 mm (11"") PN16 L = 12 m"
01-03-001-011-315,Tuberias,Tuberia,HDPE,315,12,PN16,TF,25.86,kg/m,694728.0,Iminning,"TUBERIA HDPE TF DE/DN 315 mm (12"") PN16 L = 12 m"
01-03-001-011-355,Tuberias,Tuberia,HDPE,355,14,PN16,TF,32.83,kg/m,,,"TUBERIA HDPE TF DE/DN 355 mm (14"") PN16 L = 12 m"
01-03-001-011-400,Tuberias,Tuberia,HDPE,400,16,PN16,TF,41.68,kg/m,1119600.0,Iminning,"TUBERIA HDPE TF DE/DN 400 mm (16"") PN16 L = 12 m"
01-03-001-011-450,Tuberias,Tuberia,HDPE,450,18,PN16,TF,52.78,kg/m,1417836.0,Iminning,"TUBERIA HDPE TF DE/DN 450 mm (18"") PN16 L = 12 m"
01-03-001-011-500,Tuberias,Tuberia,HDPE,500,20,PN16,TF,65.19,kg/m,1749288.0,Iminning,"TUBERIA HDPE TF DE/DN 500 mm (20"") PN16 L = 12 m"
01-03-001-011-560,Tuberias,Tuberia,HDPE,560,22,PN16,TF,81.59,kg/m,,,"TUBERIA HDPE TF DE/DN 560 mm (22"") PN16 L = 12 m"
01-03-001-011-630,Tuberias,Tuberia,HDPE,630,24,PN16,TF,103.38,kg/m,,,"TUBERIA HDPE TF DE/DN 630 mm (24"") PN16 L = 12 m"
01-03-001-009-020,Tuberias,Tuberia,HDPE,20,1/2,PN20,TF,0.13,kg/m,,,"TUBERIA HDPE TF DE/DN 20 mm (1/2"") PN20 L = 12 m"
01-03-001-009-025,Tuberias,Tuberia,HDPE,25,3/4,PN20,TF,0.21,kg/m,,,"TUBERIA HDPE TF DE/DN 25 mm (3/4"") PN20 L = 12 m"
01-03-001-009-032,Tuberias,Tuberia,HDPE,32,1,PN20,TF,0.33,kg/m,,,"TUBERIA HDPE TF DE/DN 32 mm (1"") PN20 L = 12 m"
01-03-001-009-040,Tuberias,Tuberia,HDPE,40,1 1/4,PN20,TF,0.51,kg/m,,,"TUBERIA HDPE TF DE/DN 40 mm (1 1/4"") PN20 L = 12 m"
01-03-001-009-050,Tuberias,Tuberia,HDPE,50,1 1/2,PN20,TF,0.79,kg/m,,,"TUBERIA HDPE TF DE/DN 50 mm (1 1/2"") PN20 L = 12 m"
01-03-001-009-063,Tuberias,Tuberia,HDPE,63,2,PN20,TF,1.26,kg/m,,,"TUBERIA HDPE TF DE/DN 63 mm (2"") PN20 L = 12 m"
01-03-001-009-075,Tuberias,Tuberia,HDPE,75,2 1/2,PN20,TF,1.77,kg/m,,,"TUBERIA HDPE TF DE/DN 75 mm (2 1/2"") PN20 L = 12 m"
01-03-001-009-090,Tuberias,Tuberia,HDPE,90,3,PN20,TF,2.56,kg/m,,,"TUBERIA HDPE TF DE/DN 90 mm (3"") PN20 L = 12 m"
01-03-001-009-110,Tuberias,Tuberia,HDPE,110,4,PN20,TF,3.8,kg/m,,,"TUBERIA HDPE TF DE/DN 110 mm (4"") PN20 L = 12 m"
01-03-001-009-125,Tuberias,Tuberia,HDPE,125,5,PN20,TF,4.92,kg/m,,,"TUBERIA HDPE TF DE/DN 125 mm (5"") PN20 L = 12 m"
01-03-001-009-140,Tuberias,Tuberia,HDPE,140,5 1/2,PN20,TF,6.16,kg/m,,,"TUBERIA HDPE TF DE/DN 140 mm (5 1/2"") PN20 L = 12 m"
01-03-001-009-160,Tuberias,Tuberia,HDPE,160,6,PN20,TF,8.02,kg/m,,,"TUBERIA HDPE TF DE/DN 160 mm (6"") PN20 L = 12 m"
01-03-001-009-180,Tuberias,Tuberia,HDPE,180,7,PN20,TF,10.15,kg/m,,,"TUBERIA HDPE TF DE/DN 180 mm (7"") PN20 L = 12 m"
01-03-001-009-200,Tuberias,Tuberia,HDPE,200,8,PN20,TF,12.56,kg/m,,,"TUBERIA HDPE TF DE/DN 200 mm (8"") PN20 L = 12 m"
01-03-001-009-225,Tuberias,Tuberia,HDPE,225,9,PN20,TF,15.89,kg/m,,,"TUBERIA HDPE TF DE/DN 225 mm (9"") PN20 L = 12 m"
01-03-001-009-250,Tuberias,Tuberia,HDPE,250,10,PN20,TF,19.53,kg/m,,,"TUBERIA HDPE TF DE/DN 250 mm (10"") PN20 L = 12 m"
01-03-001-009-280,Tuberias,Tuberia,HDPE,280,11,PN20,TF,24.55,kg/m,,,"TUBERIA HDPE TF DE/DN 280 mm (11"") PN20 L = 12 m"
01-03-001-009-315,Tuberias,Tuberia,HDPE,315,12,PN20,TF,31.06,kg/m,,,"TUBERIA HDPE TF DE/DN 315 mm (12"") PN20 L = 12 m"
01-03-001-009-355,Tuberias,Tuberia,HDPE,355,14,PN20,TF,39.44,kg/m,,,"TUBERIA HDPE TF DE/DN 355 mm (14"") PN20 L = 12 m"
01-03-001-009-400,Tuberias,Tuberia,HDPE,400,16,PN20,TF,50.04,kg/m,,,"TUBERIA HDPE TF DE/DN 400 mm (16"") PN20 L = 12 m"
01-03-001-009-450,Tuberias,Tuberia,HDPE,450,18,PN20,TF,63.35,kg/m,,,"TUBERIA HDPE TF DE/DN 450 mm (18"") PN20 L = 12 m"
01-03-001-009-500,Tuberias,Tuberia,HDPE,500,20,PN20,TF,78.07,kg/m,,,"TUBERIA HDPE TF DE/DN 500 mm (20"") PN20 L = 12 m"
01-03-001-009-560,Tuberias,Tuberia,HDPE,560,22,PN20,TF,97.94,kg/m,,,"TUBERIA HDPE TF DE/DN 560 mm (22"") PN20 L = 12 m"
01-03-001-009-630,Tuberias,Tuberia,HDPE,630,24,PN20,TF,123.94,kg/m,,,"TUBERIA HDPE TF DE/DN 630 mm (24"") PN20 L = 12 m"
02-04-010-000-050-01,Fittings,Tubo brida-brida,Fierro ductil,50,1 1/2,PN10/PN16,B,8.0,kg,18500.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 50 mm (1 1/2"") Catalogo Dimetales PN10/PN16 L = 0,4 m"
02-04-010-000-050-02,Fittings,Tubo brida-brida,Fierro ductil,50,1 1/2,PN10/PN16,B,10.5,kg,18500.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 50 mm (1 1/2"") Catalogo Dimetales PN10/PN16 L = 0,6 m"
02-04-010-000-050-03,Fittings,Tubo brida-brida,Fierro ductil,50,1 1/2,PN10/PN16,B,12.0,kg,18500.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 50 mm (1 1/2"") Catalogo Dimetales PN10/PN16 L = 0,8 m"
02-04-010-000-050-04,Fittings,Tubo brida-brida,Fierro ductil,50,1 1/2,PN10/PN16,B,15.0,kg,18500.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 50 mm (1 1/2"") Catalogo Dimetales PN10/PN16 L = 1 m"
02-04-010-000-075-01,Fittings,Tubo brida-brida,Fierro ductil,75,2 1/2,PN10/PN16,B,14.5,kg,22400.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 75 mm (2 1/2"") Catalogo Dimetales PN10/PN16 L = 0,4 m"
02-04-010-000-075-02,Fittings,Tubo brida-brida,Fierro ductil,75,2 1/2,PN10/PN16,B,17.9,kg,22400.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 75 mm (2 1/2"") Catalogo Dimetales PN10/PN16 L = 0,6 m"
02-04-010-000-075-03,Fittings,Tubo brida-brida,Fierro ductil,75,2 1/2,PN10/PN16,B,22.0,kg,22400.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 75 mm (2 1/2"") Catalogo Dimetales PN10/PN16 L = 0,8 m"
02-04-010-000-075-04,Fittings,Tubo brida-brida,Fierro ductil,75,2 1/2,PN10/PN16,B,25.0,kg,22400.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 75 mm (2 1/2"") Catalogo Dimetales PN10/PN16 L = 1 m"
02-04-010-000-100-01,Fittings,Tubo brida-brida,Fierro ductil,100,4,PN10/PN16,B,9.0,kg,26300.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 100 mm (4"") Catalogo Dimetales PN10/PN16 L = 0,2 m"
02-04-010-000-100-02,Fittings,Tubo brida-brida,Fierro ductil,100,4,PN10/PN16,B,10.0,kg,26300.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 100 mm (4"") Catalogo Dimetales PN10/PN16 L = 0,3 m"
02-04-010-000-100-03,Fittings,Tubo brida-brida,Fierro ductil,100,4,PN10/PN16,B,12.0,kg,26300.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 100 mm (4"") Catalogo Dimetales PN10/PN16 L = 0,4 m"
02-04-010-000-100-04,Fittings,Tubo brida-brida,Fierro ductil,100,4,PN10/PN16,B,15.5,kg,26300.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 100 mm (4"") Catalogo Dimetales PN10/PN16 L = 0,5 m"
02-04-010-000-100-05,Fittings,Tubo brida-brida,Fierro ductil,100,4,PN10/PN16,B,16.5,kg,26300.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 100 mm (4"") Catalogo Dimetales PN10/PN16 L = 0,6 m"
02-04-010-000-100-06,Fittings,Tubo brida-brida,Fierro ductil,100,4,PN10/PN16,B,20.0,kg,26300.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 100 mm (4"") Catalogo Dimetales PN10/PN16 L = 0,8 m"
02-04-010-000-100-07,Fittings,Tubo brida-brida,Fierro ductil,100,4,PN10/PN16,B,28.0,kg,26300.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 100 mm (4"") Catalogo Dimetales PN10/PN16 L = 1 m"
02-04-010-000-125-01,Fittings,Tubo brida-brida,Fierro ductil,125,5,PN10/PN16,B,25.8,kg,31150.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 125 mm (5"") Catalogo Dimetales PN10/PN16 L = 0,4 m"
02-04-010-000-125-02,Fittings,Tubo brida-brida,Fierro ductil,125,5,PN10/PN16,B,27.2,kg,31150.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 125 mm (5"") Catalogo Dimetales PN10/PN16 L = 0,6 m"
02-04-010-000-125-03,Fittings,Tubo brida-brida,Fierro ductil,125,5,PN10/PN16,B,28.3,kg,31150.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 125 mm (5"") Catalogo Dimetales PN10/PN16 L = 0,8 m"
02-04-010-000-125-04,Fittings,Tubo brida-brida,Fierro ductil,125,5,PN10/PN16,B,34.6,kg,31150.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 125 mm (5"") Catalogo Dimetales PN10/PN16 L = 1 m"
02-04-010-000-150-01,Fittings,Tubo brida-brida,Fierro ductil,150,6,PN10/PN16,B,19.6,kg,36890.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 150 mm (6"") Catalogo Dimetales PN10/PN16 L = 0,4 m"
02-04-010-000-150-02,Fittings,Tubo brida-brida,Fierro ductil,150,6,PN10/PN16,B,24.6,kg,36890.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 150 mm (6"") Catalogo Dimetales PN10/PN16 L = 0,6 m"
02-04-010-000-150-03,Fittings,Tubo brida-brida,Fierro ductil,150,6,PN10/PN16,B,29.4,kg,36890.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 150 mm (6"") Catalogo Dimetales PN10/PN16 L = 0,8 m"
02-04-010-000-150-04,Fittings,Tubo brida-brida,Fierro ductil,150,6,PN10/PN16,B,34.6,kg,36890.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 150 mm (6"") Catalogo Dimetales PN10/PN16 L = 1 m"
02-04-010-000-200-01,Fittings,Tubo brida-brida,Fierro ductil,200,8,PN10/PN16,B,29.1,kg,47140.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 200 mm (8"") Catalogo Dimetales PN10/PN16 L = 0,4 m"
02-04-010-000-200-02,Fittings,Tubo brida-brida,Fierro ductil,200,8,PN10/PN16,B,38.0,kg,47140.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 200 mm (8"") Catalogo Dimetales PN10/PN16 L = 0,6 m"
02-04-010-000-200-03,Fittings,Tubo brida-brida,Fierro ductil,200,8,PN10/PN16,B,45.0,kg,47140.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 200 mm (8"") Catalogo Dimetales PN10/PN16 L = 0,8 m"
02-04-010-000-200-04,Fittings,Tubo brida-brida,Fierro ductil,200,8,PN10/PN16,B,56.0,kg,47140.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 200 mm (8"") Catalogo Dimetales PN10/PN16 L = 1 m"
02-04-010-000-250-01,Fittings,Tubo brida-brida,Fierro ductil,250,10,PN10/PN16,B,42.6,kg,60590.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 250 mm (10"") Catalogo Dimetales PN10/PN16 L = 0,4 m"
02-04-010-000-250-02,Fittings,Tubo brida-brida,Fierro ductil,250,10,PN10/PN16,B,54.4,kg,60590.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 250 mm (10"") Catalogo Dimetales PN10/PN16 L = 0,6 m"
02-04-010-000-250-03,Fittings,Tubo brida-brida,Fierro ductil,250,10,PN10/PN16,B,66.1,kg,60590.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 250 mm (10"") Catalogo Dimetales PN10/PN16 L = 0,8 m"
02-04-010-000-250-04,Fittings,Tubo brida-brida,Fierro ductil,250,10,PN10/PN16,B,77.8,kg,60590.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 250 mm (10"") Catalogo Dimetales PN10/PN16 L = 1 m"
02-04-010-000-300-01,Fittings,Tubo brida-brida,Fierro ductil,300,12,PN10/PN16,B,62.0,kg,74890.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 300 mm (12"") Catalogo Dimetales PN10/PN16 L = 0,4 m"
02-04-010-000-300-02,Fittings,Tubo brida-brida,Fierro ductil,300,12,PN10/PN16,B,76.0,kg,74890.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 300 mm (12"") Catalogo Dimetales PN10/PN16 L = 0,6 m"
02-04-010-000-300-03,Fittings,Tubo brida-brida,Fierro ductil,300,12,PN10/PN16,B,90.0,kg,74890.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 300 mm (12"") Catalogo Dimetales PN10/PN16 L = 0,8 m"
02-04-010-000-300-04,Fittings,Tubo brida-brida,Fierro ductil,300,12,PN10/PN16,B,102.0,kg,74890.0,Hidrocentro Collin,"TUBO BRIDA-BRIDA FD B DE/DN 300 mm (12"") Catalogo Dimetales PN10/PN16 L = 1 m"
02-04-011-000-100-01,Fittings,Tubo brida-gibault,Fierro ductil,100,4,PN10/PN16,B,7.5,kg,26300.0,Hidrocentro Collin,"TUBO BRIDA-GIBAULT FD B DE/DN 100 mm (4"") Catalogo Dimetales PN10/PN16 L = 0,2 m"
02-04-011-000-100-02,Fittings,Tubo brida-gibault,Fierro ductil,100,4,PN10/PN16,B,11.0,kg,26300.0,Hidrocentro Collin,"TUBO BRIDA-GIBAULT FD B DE/DN 100 mm (4"") Catalogo Dimetales PN10/PN16 L = 0,4 m"
02-04-011-000-100-03,Fittings,Tubo brida-gibault,Fierro ductil,100,4,PN10/PN16,B,13.0,kg,26300.0,Hidrocentro Collin,"TUBO BRIDA-GIBAULT FD B DE/DN 100 mm (4"") Catalogo Dimetales PN10/PN16 L = 0,6 m"
02-04-011-000-100-04,Fittings,Tubo brida-gibault,Fierro ductil,100,4,PN10/PN16,B,16.0,kg,26300.0,Hidrocentro Collin,"TUBO BRIDA-GIBAULT FD B DE/DN 100 mm (4"") Catalogo Dimetales PN10/PN16 L = 0,8 m"
02-04-011-000-100-05,Fittings,Tubo brida-gibault,Fierro ductil,100,4,PN10/PN16,B,20.0,kg,26300.0,Hidrocentro Collin,"TUBO BRIDA-GIBAULT FD B DE/DN 100 mm (4"") Catalogo Dimetales PN10/PN16 L = 1 m"
02-04-008-000-050-01,Fittings,Curva,Fierro ductil,50,1 1/2,PN10/PN16,B,9.6,kg,,,"CURVA FD B DE/DN 50 mm (1 1/2"") PN10/PN16"
02-04-008-000-050-02,Fittings,Curva,Fierro ductil,50,1 1/2,PN10/PN16,B,9.5,kg,,,"CURVA FD B DE/DN 50 mm (1 1/2"") PN10/PN16"
02-04-008-000-075-01,Fittings,Curva,Fierro ductil,75,2 1/2,PN10/PN16,B,12.0,kg,,,"CURVA FD B DE/DN 75 mm (2 1/2"") PN10/PN16"
02-04-008-000-075-02,Fittings,Curva,Fierro ductil,75,2 1/2,PN10/PN16,B,11.0,kg,,,"CURVA FD B DE/DN 75 mm (2 1/2"") PN10/PN16"
02-04-008-000-100-01,Fittings,Curva,Fierro ductil,100,4,PN10/PN16,B,13.0,kg,,,"CURVA FD B DE/DN 100 mm (4"") PN10/PN16"
02-04-008-000-100-02,Fittings,Curva,Fierro ductil,100,4,PN10/PN16,B,12.0,kg,,,"CURVA FD B DE/DN 100 mm (4"") PN10/PN16"
02-04-008-000-125-01,Fittings,Curva,Fierro ductil,125,5,PN10/PN16,B,18.0,kg,,,"CURVA FD B DE/DN 125 mm (5"") PN10/PN16"
02-04-008-000-125-02,Fittings,Curva,Fierro ductil,125,5,PN10/PN16,B,16.0,kg,,,"CURVA FD B DE/DN 125 mm (5"") PN10/PN16"
02-04-008-000-150-01,Fittings,Curva,Fierro ductil,150,6,PN10/PN16,B,21.0,kg,,,"CURVA FD B DE/DN 150 mm (6"") PN10/PN16"
02-04-008-000-150-02,Fittings,Curva,Fierro ductil,150,6,PN10/PN16,B,20.0,kg,,,"CURVA FD B DE/DN 150 mm (6"") PN10/PN16"
02-04-008-000-200-01,Fittings,Curva,Fierro ductil,200,8,PN10/PN16,B,30.0,kg,,,"CURVA FD B DE/DN 200 mm (8"") PN10/PN16"
02-04-008-000-200-02,Fittings,Curva,Fierro ductil,200,8,PN10/PN16,B,28.0,kg,,,"CURVA FD B DE/DN 200 mm (8"") PN10/PN16"
02-04-008-000-250-01,Fittings,Curva,Fierro ductil,250,10,PN10/PN16,B,61.0,kg,,,"CURVA FD B DE/DN 250 mm (10"") PN10/PN16"
02-04-008-000-250-02,Fittings,Curva,Fierro ductil,250,10,PN10/PN16,B,57.0,kg,,,"CURVA FD B DE/DN 250 mm (10"") PN10/PN16"
02-04-008-000-300-01,Fittings,Curva,Fierro ductil,300,12,PN10/PN16,B,90.0,kg,,,"CURVA FD B DE/DN 300 mm (12"") PN10/PN16"
02-04-008-000-300-02,Fittings,Curva,Fierro ductil,300,12,PN10/PN16,B,72.0,kg,,,"CURVA FD B DE/DN 300 mm (12"") PN10/PN16"
02-04-008-000-350-01,Fittings,Curva,Fierro ductil,350,14,PN10/PN16,B,120.0,kg,,,"CURVA FD B DE/DN 350 mm (14"") PN10/PN16"
02-04-008-000-350-02,Fittings,Curva,Fierro ductil,350,14,PN10/PN16,B,110.0,kg,,,"CURVA FD B DE/DN 350 mm (14"") PN10/PN16"
02-04-012-000-050,Fittings,Codo patin,Fierro ductil,50,1 1/2,PN10/PN16,BB,11.8,kg,,,"CODO PATIN FD BB DE/DN 50 mm (1 1/2"") PN10/PN16"
02-04-012-000-075,Fittings,Codo patin,Fierro ductil,75,2 1/2,PN10/PN16,BB,15.0,kg,,,"CODO PATIN FD BB DE/DN 75 mm (2 1/2"") PN10/PN16"
02-04-012-000-100,Fittings,Codo patin,Fierro ductil,100,4,PN10/PN16,BB,18.0,kg,,,"CODO PATIN FD BB DE/DN 100 mm (4"") PN10/PN16"
02-04-012-000-150,Fittings,Codo patin,Fierro ductil,150,6,PN10/PN16,BB,31.2,kg,,,"CODO PATIN FD BB DE/DN 150 mm (6"") PN10/PN16"
02-04-012-000-200,Fittings,Codo patin,Fierro ductil,200,8,PN10/PN16,BB,47.0,kg,,,"CODO PATIN FD BB DE/DN 200 mm (8"") PN10/PN16"
02-04-003-000-075-050,Fittings,Reduccion,Fierro ductil,75-50,2 1/2-1 1/2,PN10/PN16,B,9.2,kg,,,"REDUCCION FD B DE/DN 75-50 mm (2 1/2""-1 1/2"") PN10/PN16"
02-04-003-000-100-050,Fittings,Reduccion,Fierro ductil,100-50,4-1 1/2,PN10/PN16,B,9.3,kg,,,"REDUCCION FD B DE/DN 100-50 mm (4""-1 1/2"") PN10/PN16"
02-04-003-000-100-075,Fittings,Reduccion,Fierro ductil,100-75,4-2 1/2,PN10/PN16,B,9.3,kg,,,"REDUCCION FD B DE/DN 100-75 mm (4""-2 1/2"") PN10/PN16"
02-04-003-000-125-050,Fittings,Reduccion,Fierro ductil,125-50,5-1 1/2,PN10/PN16,B,12.0,kg,,,"REDUCCION FD B DE/DN 125-50 mm (5""-1 1/2"") PN10/PN16"
02-04-003-000-125-075,Fittings,Reduccion,Fierro ductil,125-75,5-2 1/2,PN10/PN16,B,12.0,kg,,,"REDUCCION FD B DE/DN 125-75 mm (5""-2 1/2"") PN10/PN16"
02-04-003-000-125-100,Fittings,Reduccion,Fierro ductil,125-100,5-4,PN10/PN16,B,12.0,kg,,,"REDUCCION FD B DE/DN 125-100 mm (5""-4"") PN10/PN16"
02-04-003-000-150-050,Fittings,Reduccion,Fierro ductil,150-50,6-1 1/2,PN10/PN16,B,16.4,kg,,,"REDUCCION FD B DE/DN 150-50 mm (6""-1 1/2"") PN10/PN16"
02-04-003-000-150-075,Fittings,Reduccion,Fierro ductil,150-75,6-2 1/2,PN10/PN16,B,16.4,kg,,,"REDUCCION FD B DE/DN 150-75 mm (6""-2 1/2"") PN10/PN16"
02-04-003-000-150-100,Fittings,Reduccion,Fierro ductil,150-100,6-4,PN10/PN16,B,15.3,kg,,,"REDUCCION FD B DE/DN 150-100 mm (6""-4"") PN10/PN16"
02-04-003-000-200-050,Fittings,Reduccion,Fierro ductil,200-50,8-1 1/2,PN10/PN16,B,27.5,kg,,,"REDUCCION FD B DE/DN 200-50 mm (8""-1 1/2"") PN10/PN16"
02-04-003-000-200-075,Fittings,Reduccion,Fierro ductil,200-75,8-2 1/2,PN10/PN16,B,27.5,kg,,,"REDUCCION FD B DE/DN 200-75 mm (8""-2 1/2"") PN10/PN16"
02-04-003-000-200-100,Fittings,Reduccion,Fierro ductil,200-100,8-4,PN10/PN16,B,27.5,kg,,,"REDUCCION FD B DE/DN 200-100 mm (8""-4"") PN10/PN16"
02-04-003-000-200-150,Fittings,Reduccion,Fierro ductil,200-150,8-6,PN10/PN16,B,22.0,kg,,,"REDUCCION FD B DE/DN 200-150 mm (8""-6"") PN10/PN16"
02-04-003-000-250-075,Fittings,Reduccion,Fierro ductil,250-75,10-2 1/2,PN10/PN16,B,20.0,kg,,,"REDUCCION FD B DE/DN 250-75 mm (10""-2 1/2"") PN10/PN16"
02-04-003-000-250-100,Fittings,Reduccion,Fierro ductil,250-100,10-4,PN10/PN16,B,25.0,kg,,,"REDUCCION FD B DE/DN 250-100 mm (10""-4"") PN10/PN16"
02-04-003-000-250-150,Fittings,Reduccion,Fierro ductil,250-150,10-6,PN10/PN16,B,30.0,kg,,,"REDUCCION FD B DE/DN 250-150 mm (10""-6"") PN10/PN16"
02-04-003-000-250-200,Fittings,Reduccion,Fierro ductil,250-200,10-8,PN10/PN16,B,35.0,kg,,,"REDUCCION FD B DE/DN 250-200 mm (10""-8"") PN10/PN16"
02-04-003-000-300-100,Fittings,Reduccion,Fierro ductil,300-100,12-4,PN10/PN16,B,28.0,kg,,,"REDUCCION FD B DE/DN 300-100 mm (12""-4"") PN10/PN16"
02-04-003-000-300-150,Fittings,Reduccion,Fierro ductil,300-150,12-6,PN10/PN16,B,30.0,kg,,,"REDUCCION FD B DE/DN 300-150 mm (12""-6"") PN10/PN16"
02-04-003-000-300-200,Fittings,Reduccion,Fierro ductil,300-200,12-8,PN10/PN16,B,33.5,kg,,,"REDUCCION FD B DE/DN 300-200 mm (12""-8"") PN10/PN16"
02-04-004-000-050-050,Fittings,Tee igual,Fierro ductil,50,1 1/2-1 1/2,PN10/PN16,B,11.0,kg,28600.0,Hidrocentro Collin,"TEE IGUAL FD B DE/DN 50-50 mm (1 1/2""-1 1/2"") PN10/PN16"
02-04-004-000-075-050,Fittings,Tee igual,Fierro ductil,75,2 1/2-1 1/2,PN10/PN16,B,15.0,kg,35750.0,Hidrocentro Collin,"TEE IGUAL FD B DE/DN 75-50 mm (2 1/2""-1 1/2"") PN10/PN16"
02-04-004-000-075-075,Fittings,Tee igual,Fierro ductil,75,2 1/2-2 1/2,PN10/PN16,B,16.0,kg,35750.0,Hidrocentro Collin,"TEE IGUAL FD B DE/DN 75-75 mm (2 1/2""-2 1/2"") PN10/PN16"
02-04-004-000-100-050,Fittings,Tee igual,Fierro ductil,100,4-1 1/2,PN10/PN16,B,15.0,kg,42765.0,Hidrocentro Collin,"TEE IGUAL FD B DE/DN 100-50 mm (4""-1 1/2"") PN10/PN16"
02-04-004-000-100-075,Fittings,Tee igual,Fierro ductil,100,4-2 1/2,PN10/PN16,B,18.0,kg,42765.0,Hidrocentro Collin,"TEE IGUAL FD B DE/DN 100-75 mm (4""-2 1/2"") PN10/PN16"
02-04-004-000-100-100,Fittings,Tee igual,Fierro ductil,100,4-4,PN10/PN16,B,20.0,kg,42765.0,Hidrocentro Collin,"TEE IGUAL FD B DE/DN 100-100 mm (4""-4"") PN10/PN16"
02-04-004-000-125-050,Fittings,Tee igual,Fierro ductil,125,5-1 1/2,PN10/PN16,B,28.0,kg,54890.0,Hidrocentro Collin,"TEE IGUAL FD B DE/DN 125-50 mm (5""-1 1/2"") PN10/PN16"
